iteration,ip,interface,config_file,exit_status,execution_time_seconds
66,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063033
67,192.168.0.2,sw0p4,sw0p4.cfg,0,0.064538
68,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063594
69,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062208
70,192.168.0.2,sw0p4,sw0p4.cfg,0,0.064222
71,192.168.0.2,sw0p4,sw0p4.cfg,0,0.064139
72,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063064
73,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063626
74,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062395
75,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063760
76,192.168.0.2,sw0p4,sw0p4.cfg,0,0.068262
77,192.168.0.2,sw0p4,sw0p4.cfg,0,0.068901
78,192.168.0.2,sw0p4,sw0p4.cfg,0,0.068942
79,192.168.0.2,sw0p4,sw0p4.cfg,0,0.069958
80,192.168.0.2,sw0p4,sw0p4.cfg,0,0.067976
81,192.168.0.2,sw0p4,sw0p4.cfg,0,0.069345
82,192.168.0.2,sw0p4,sw0p4.cfg,0,0.066501
83,192.168.0.2,sw0p4,sw0p4.cfg,0,0.069407
84,192.168.0.2,sw0p4,sw0p4.cfg,0,0.067707
85,192.168.0.2,sw0p4,sw0p4.cfg,0,0.069033
86,192.168.0.2,sw0p4,sw0p4.cfg,0,0.069759
87,192.168.0.2,sw0p4,sw0p4.cfg,0,0.068513
88,192.168.0.2,sw0p4,sw0p4.cfg,0,0.068633
89,192.168.0.2,sw0p4,sw0p4.cfg,0,0.071191
90,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062537
91,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063293
92,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063215
93,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063688
94,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062896
95,192.168.0.2,sw0p4,sw0p4.cfg,0,0.062933
96,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063118
97,192.168.0.2,sw0p4,sw0p4.cfg,0,0.064061
98,192.168.0.2,sw0p4,sw0p4.cfg,0,0.064494
99,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063050
100,192.168.0.2,sw0p4,sw0p4.cfg,0,0.063238
